,p,t,right,wrong,bias,lexeme,h,a,lang,right_this,wrong_this,ts,uid,lexeme_orig,datetime,decimal_hours
110294,0.9999,0.0045254629629629,2.23606797749979,1.4142135623730951,1.0,en:girl/girl<n><sg>,31.366550502977635,0.4706742197221988,pt->en,5,5,1362788520,u:f7He,girl/girl<n><sg>,2013-03-09 00:22:00,0.3666666666666666
108133,0.9999,9.646909722222222,2.0,1.7320508075688772,1.0,en:special/special<adj>,274.0,0.4444444444444444,es->en,2,2,1362251577,u:f4I1,special/special<adj>,2013-03-02 19:12:57,19.21583333333333
132837,0.9999,7.003865740740741,4.0,1.7320508075688772,1.0,en:bread/bread<n><sg>,274.0,0.2857142857142857,es->en,1,1,1362576478,u:fVhl,bread/bread<n><sg>,2013-03-06 13:27:58,13.466111111111111
471397,0.9999,3.9750347222222224,2.449489742783178,1.0,1.0,en:green/green<adj><sint>,274.0,0.4943877491981309,es->en,1,1,1362187974,u:ikbv,green/green<adj><sint>,2013-03-02 01:32:54,1.5483333333333331
188465,0.9999,30.976064814814816,1.7320508075688772,1.4142135623730951,1.0,en:towards/towards<pr>,274.0,0.5331501153669824,es->en,1,1,1362282736,u:gM0Z,towards/towards<pr>,2013-03-03 03:52:16,3.871111111111111
349526,0.9999,0.0036574074074074,3.741657386773941,1.4142135623730951,1.0,en:birds/bird<n><pl>,25.34994874409445,0.3189809659318856,es->en,1,1,1362168418,u:hz9C,birds/bird<n><pl>,2013-03-01 20:06:58,20.116111111111117
52391,0.9999,0.0061111111111111,3.0,1.0,1.0,en:egg/egg<n><sg>,42.35687638253758,0.4166666666666667,pt->en,2,2,1362860094,u:dX3F,egg/egg<n><sg>,2013-03-09 20:14:54,20.24833333333333
395513,0.9999,0.0301504629629629,2.6457513110645907,2.23606797749979,1.0,en:an/a<det><ind><sg>,208.97663442520903,0.3318393793617565,es->en,1,1,1362158798,u:iLH3,an/a<det><ind><sg>,2013-03-01 17:26:38,17.44388888888889
478938,0.9999,0.0013888888888888,2.23606797749979,1.4142135623730951,1.0,en:your/your<det><pos><sp>,9.626562814213084,0.4706742197221988,es->en,1,1,1362111991,u:imds,your/your<det><pos><sp>,2013-03-01 04:26:31,4.441944444444444
421564,0.9999,0.0136574074074074,2.23606797749979,1.4142135623730951,1.0,en:chicken/chicken<n><sg>,94.66120100642868,0.4706742197221988,es->en,1,1,1362697723,u:iUjo,chicken/chicken<n><sg>,2013-03-07 23:08:43,23.14527777777778
205690,0.9999,12.920451388888887,3.605551275463989,1.7320508075688772,1.0,en:newspaper/newspaper<n><sg>,274.0,0.311419515303555,es->en,2,2,1362599395,u:gXgr,newspaper/newspaper<n><sg>,2013-03-06 19:49:55,19.83194444444445
206617,0.9999,1.0572106481481482,1.7320508075688772,1.0,1.0,en:poor/poor<adj><sint>,274.0,0.6220084679281462,pt->en,1,1,1362765070,u:gYK4,poor/poor<adj><sint>,2013-03-08 17:51:10,17.852777777777778
56139,0.9999,4.9684375,4.123105625617661,1.4142135623730951,1.0,en:gray/gray<adj><sint>,274.0,0.2915764583627457,es->en,1,1,1362448134,u:ddsM,gray/gray<adj><sint>,2013-03-05 01:48:54,1.815
36515,0.9999,0.0031597222222222,4.47213595499958,2.23606797749979,1.0,en:that/that<det><dem><sg>,21.900430402334766,0.2397087390740585,es->en,1,1,1363006100,u:cwbd,that/that<det><dem><sg>,2013-03-11 12:48:20,12.805555555555555
220572,0.9999,0.6172685185185185,4.123105625617661,1.0,1.0,en:have/have<vbhaver><pres>,274.0,0.306155281280883,es->en,1,1,1362826084,u:gjya,have/have<vbhaver><pres>,2013-03-09 10:48:04,10.801111111111112
83868,0.9999,0.00375,11.575836902790224,3.1622776601683795,1.0,en:this/this<det><dem><sg>,25.99171959837533,0.0929851842656864,es->en,1,1,1363093394,u:eMgB,this/this<det><dem><sg>,2013-03-12 13:03:14,13.05388888888889
123024,0.5,0.0017708333333333,6.244997998398398,2.8284271247461903,1.0,en:rice/rice<n><sg>,0.0104166666666666,0.1682652652734367,pt->en,1,2,1362966801,u:fKoF,rice/rice<n><sg>,2013-03-11 01:53:21,1.8891666666666669
64966,0.9999,121.08217592592592,2.0,1.0,1.0,en:they/prpers<prn><subj><p3><mf><pl>,274.0,0.5714285714285714,es->en,1,1,1362258519,u:drdb,they/prpers<prn><subj><p3><mf><pl>,2013-03-02 21:08:39,21.144166666666667
106676,0.9999,12.009305555555557,1.7320508075688772,1.4142135623730951,1.0,en:director/director<n><sg>,274.0,0.5331501153669824,es->en,1,1,1362368266,u:f0Iz,director/director<n><sg>,2013-03-04 03:37:46,3.6294444444444447
93963,0.9999,3.676550925925926,4.795831523312719,2.0,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.2343390180452662,pt->en,2,2,1362587844,u:eawR,eats/eat<vblex><pri><p3><sg>,2013-03-06 16:37:24,16.623333333333335
465973,0.9999,0.0030324074074074,2.6457513110645907,1.0,1.0,en:alcohol/alcohol<n><sg>,21.01799547769857,0.4645751311064591,es->en,1,1,1362331064,u:ij9F,alcohol/alcohol<n><sg>,2013-03-03 17:17:44,17.295555555555556
374846,0.9999,0.0211226851851851,2.8284271247461903,1.0,1.0,en:go/go<vblex><pres>,146.403976132824,0.4389479204314718,es->en,1,1,1362654207,u:iCqL,go/go<vblex><pres>,2013-03-07 11:03:27,11.0575
460599,0.5,0.0013425925925925,8.54400374531753,3.872983346207417,1.0,en:drinks/drink<vblex><pri><p3><sg>,0.0104166666666666,0.1171555971701947,es->en,1,2,1362616599,u:ii00,drinks/drink<vblex><pri><p3><sg>,2013-03-07 00:36:39,0.6108333333333333
404511,0.0001,1.009988425925926,2.23606797749979,1.4142135623730951,1.0,en:your/your<det><pos><sp>,0.0760092028692881,0.4706742197221988,pt->en,0,1,1362758465,u:iOUB,your/your<det><pos><sp>,2013-03-08 16:01:05,16.018055555555556
400279,0.9999,2.964027777777778,3.0,1.0,1.0,en:possible/possible<adj>,274.0,0.4166666666666667,es->en,2,2,1362936356,u:iMtq,possible/possible<adj>,2013-03-10 17:25:56,17.432222222222222
139623,0.9999,1.0244097222222222,4.69041575982343,2.0,1.0,en:germany/germany<np><loc><sg>,274.0,0.2389434199936939,es->en,1,1,1362161268,u:fcuI,germany/germany<np><loc><sg>,2013-03-01 18:07:48,18.13
298828,0.9999,0.0039467592592592,3.741657386773941,1.0,1.0,en:pay/pay<vblex><pres>,27.35548266372218,0.337744552163173,es->en,5,5,1362113225,u:hV0U,pay/pay<vblex><pres>,2013-03-01 04:47:05,4.784722222222222
8341,0.9999,144.0231134259259,2.0,1.0,1.0,en:speak/speak<vblex><pres>,274.0,0.5714285714285714,es->en,4,4,1362714897,u:bGYm,speak/speak<vblex><pres>,2013-03-08 03:54:57,3.915833333333333
326396,0.9999,0.00125,4.47213595499958,1.4142135623730951,1.0,en:boy/boy<n><sg>,8.663906532791776,0.2696723314583158,pt->en,2,2,1362688243,u:hhNY,boy/boy<n><sg>,2013-03-07 20:30:43,20.511944444444445
422202,0.9999,0.3837384259259259,2.8284271247461903,1.4142135623730951,1.0,en:orange/orange<n><sg>,274.0,0.4023689270621824,es->en,3,3,1362884672,u:iV89,orange/orange<n><sg>,2013-03-10 03:04:32,3.075555555555556
167618,0.9999,0.0392129629629629,5.0,1.4142135623730951,1.0,en:girl/girl<n><sg>,271.78995678794945,0.2413793103448276,es->en,1,1,1362883853,u:g3zn,girl/girl<n><sg>,2013-03-10 02:50:53,2.848055555555556
420152,0.5,8.095243055555555,2.23606797749979,1.4142135623730951,1.0,en:plate/plate<n><sg>,8.095243055555555,0.4706742197221988,es->en,1,2,1363051357,u:iU7K,plate/plate<n><sg>,2013-03-12 01:22:37,1.3769444444444443
233288,0.9999,1.3900810185185186,2.449489742783178,1.0,1.0,en:cheese/cheese<n><sg>,274.0,0.4943877491981309,it->en,2,2,1362434645,u:gtVR,cheese/cheese<n><sg>,2013-03-04 22:04:05,22.06805555555556
475269,0.9999,8.324652777777779,2.8284271247461903,1.4142135623730951,1.0,en:animals/animal<n><pl>,274.0,0.4023689270621824,es->en,3,3,1362435106,u:ilcG,animals/animal<n><pl>,2013-03-04 22:11:46,22.19611111111111
221405,0.9999,5.933171296296297,2.449489742783178,1.0,1.0,en:beer/beer<n><sg>,274.0,0.4943877491981309,pt->en,1,1,1362087386,u:gkUq,beer/beer<n><sg>,2013-02-28 21:36:26,21.607222222222223
239439,0.9999,0.0024421296296296,3.0,1.0,1.0,en:fruit/fruit<n><sg>,16.926706281658007,0.4166666666666667,es->en,2,2,1362205734,u:gz_A,fruit/fruit<n><sg>,2013-03-02 06:28:54,6.4816666666666665
389882,0.9999,2.6551388888888887,3.3166247903554,2.449489742783178,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.2798223573871263,es->en,5,5,1362325938,u:iJ06,eats/eat<vblex><pri><p3><sg>,2013-03-03 15:52:18,15.871666666666668
349659,0.9999,3.2129398148148147,4.123105625617661,1.7320508075688772,1.0,en:read/read<vblex><pres>,274.0,0.2783229829826209,es->en,1,1,1362175411,u:hzL5,read/read<vblex><pres>,2013-03-01 22:03:31,22.058611111111112
452971,0.9999,1.7138078703703703,1.7320508075688772,1.0,1.0,en:thanks/thanks<ij>,274.0,0.6220084679281462,es->en,1,1,1362576807,u:ih1o,thanks/thanks<ij>,2013-03-06 13:33:27,13.5575
45815,0.9999,64.07049768518519,4.242640687119285,1.0,1.0,en:boy/boy<n><sg>,274.0,0.2972686041485374,es->en,1,1,1362951615,u:dHXi,boy/boy<n><sg>,2013-03-10 21:40:15,21.67083333333333
461984,0.9999,6.960439814814815,6.48074069840786,2.23606797749979,1.0,en:we/prpers<prn><subj><p1><mf><pl>,274.0,0.1730763407838338,es->en,1,1,1362775219,u:iiJM,we/prpers<prn><subj><p1><mf><pl>,2013-03-08 20:40:19,20.67194444444445
166220,0.9999,0.4826736111111111,3.0,1.7320508075688772,1.0,en:boys/boy<n><pl>,274.0,0.3571428571428571,pt->en,1,1,1362920648,u:g3B8,boys/boy<n><pl>,2013-03-10 13:04:08,13.068888888888887
465884,0.9999,7.054432870370371,2.6457513110645907,1.0,1.0,en:elephants/elephant<n><pl>,274.0,0.4645751311064591,es->en,1,1,1362331504,u:ij6m,elephants/elephant<n><pl>,2013-03-03 17:25:04,17.41777777777778
42899,0.9999,0.0046180555555555,1.7320508075688772,1.0,1.0,en:trend/trend<n><sg>,32.00832135725851,0.6220084679281462,es->en,4,4,1363028539,u:dA-Z,trend/trend<n><sg>,2013-03-11 19:02:19,19.038611111111116
374272,0.9999,0.9454398148148148,4.242640687119285,1.7320508075688772,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.2714191603095341,es->en,2,2,1363070762,u:iCc6,eats/eat<vblex><pri><p3><sg>,2013-03-12 06:46:02,6.767222222222222
405143,0.9999,0.001099537037037,2.23606797749979,1.0,1.0,en:fruit/fruit<n><sg>,7.621028894585359,0.5295084971874737,es->en,2,2,1362287480,u:iOff,fruit/fruit<n><sg>,2013-03-03 05:11:20,5.188888888888889
474672,0.9999,0.0011342592592592,5.477225575051661,4.898979485566356,1.0,en:and/and<cnjcoo>,7.861692964940686,0.1335218852687796,pt->en,1,1,1362676164,u:ilWX,and/and<cnjcoo>,2013-03-07 17:09:24,17.156666666666666
17490,0.9999,0.0169444444444444,1.7320508075688772,1.0,1.0,en:fruit/fruit<n><sg>,117.44406633339965,0.6220084679281462,es->en,1,1,1362511205,u:c3le,fruit/fruit<n><sg>,2013-03-05 19:20:05,19.334722222222226
3161,0.9999,0.0080208333333333,2.23606797749979,1.0,1.0,en:alcohol/alcohol<n><sg>,55.59340025208056,0.5295084971874737,es->en,1,1,1362626641,u:MD7,alcohol/alcohol<n><sg>,2013-03-07 03:24:01,3.4002777777777777
484422,0.9999,15.298090277777778,1.7320508075688772,1.4142135623730951,1.0,en:answer/answer<n><sg>,274.0,0.5331501153669824,it->en,2,2,1362952869,u:ipcC,answer/answer<n><sg>,2013-03-10 22:01:09,22.019166666666667
106916,0.9999,0.0090972222222222,3.3166247903554,1.0,1.0,en:children/child<n><pl>,63.0539864330957,0.3797589135968143,it->en,3,3,1362645355,u:f25T,children/child<n><pl>,2013-03-07 08:35:55,8.598611111111111
263268,0.80000001,6.6246875,4.898979485566356,2.6457513110645907,1.0,en:man/man<n><sg>,20.578160080803112,0.2090599844111016,es->en,4,5,1362672945,u:h8Du,man/man<n><sg>,2013-03-07 16:15:45,16.2625
199110,0.9999,39.9627662037037,2.0,1.0,1.0,en:drink/drink<vblex><pres>,274.0,0.5714285714285714,es->en,1,1,1362265257,u:gT-1,drink/drink<vblex><pres>,2013-03-02 23:00:57,23.015833333333333
438433,0.5,5.240787037037037,2.449489742783178,1.4142135623730951,1.0,en:hat/hat<n><sg>,5.240787037037037,0.4449489742783178,es->en,1,2,1362350810,u:ibYJ,hat/hat<n><sg>,2013-03-03 22:46:50,22.780555555555555
342943,0.9999,3.3430671296296297,4.795831523312719,1.0,1.0,en:woman/woman<n><sg>,274.0,0.2613781355120276,pt->en,1,1,1362947194,u:htHx,woman/woman<n><sg>,2013-03-10 20:26:34,20.442777777777778
384434,0.9999,0.0031944444444444,2.449489742783178,1.0,1.0,en:lemon/lemon<n><sg>,22.141094472690096,0.4943877491981309,es->en,1,1,1362173437,u:iGfr,lemon/lemon<n><sg>,2013-03-01 21:30:37,21.510277777777777
288713,0.9999,3.995949074074074,1.4142135623730951,1.0,1.0,en:whose/whose<det><itg><sp>,274.0,0.682842712474619,es->en,1,1,1362700123,u:hPgM,whose/whose<det><itg><sp>,2013-03-07 23:48:43,23.81194444444445
443964,0.9999,2.8328819444444444,4.69041575982343,1.0,1.0,en:red/red<adj>,274.0,0.2676166303929372,es->en,1,1,1362524710,u:idpI,red/red<adj>,2013-03-05 23:05:10,23.08611111111111
325367,0.9999,14.376157407407408,3.1622776601683795,1.0,1.0,en:milk/milk<n><sg>,274.0,0.3970982815514138,es->en,2,2,1362373610,u:hgeK,milk/milk<n><sg>,2013-03-04 05:06:50,5.113888888888889
13995,0.9999,251.90244212962963,2.449489742783178,1.4142135623730951,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.4449489742783178,es->en,3,3,1363090212,u:bml0,eats/eat<vblex><pri><p3><sg>,2013-03-12 12:10:12,12.17
308377,0.9999,10.15798611111111,2.0,1.0,1.0,en:meat/meat<n><sg>,274.0,0.5714285714285714,es->en,2,2,1362313916,u:hZ-U,meat/meat<n><sg>,2013-03-03 12:31:56,12.532222222222224
115693,0.9999,26.23137731481481,4.898979485566356,1.7320508075688772,1.0,en:men/man<n><pl>,274.0,0.2378958443298743,pt->en,1,1,1362679895,u:fCfw,men/man<n><pl>,2013-03-07 18:11:35,18.19305555555556
200444,0.9999,6.967118055555556,1.7320508075688772,1.0,1.0,en:play/play<vblex><pres>,274.0,0.6220084679281462,pt->en,2,2,1362320130,u:gTup,play/play<vblex><pres>,2013-03-03 14:15:30,14.258333333333333
46930,0.9999,95.36606481481482,2.0,1.0,1.0,en:touch/touch<vblex><pres>,274.0,0.5714285714285714,es->en,1,1,1362940460,u:dK8I,touch/touch<vblex><pres>,2013-03-10 18:34:20,18.572222222222223
451593,0.9999,0.0054050925925925,11.704699910719626,2.23606797749979,1.0,en:milk/milk<n><sg>,37.46337361864592,0.0951715271577751,es->en,1,1,1362848294,u:igfQ,milk/milk<n><sg>,2013-03-09 16:58:14,16.970555555555553
35763,0.9999,0.0350578703703703,2.0,1.4142135623730951,1.0,en:turtles/turtle<n><pl>,242.9904897020953,0.5,es->en,1,1,1362447166,u:cuCO,turtles/turtle<n><pl>,2013-03-05 01:32:46,1.546111111111111
285878,0.9999,0.0089236111111111,8.888194417315589,3.741657386773941,1.0,en:that/that<rel><an><mf><sp>,61.85066608131907,0.1146125728138483,es->en,1,1,1362504815,u:hNfg,that/that<rel><an><mf><sp>,2013-03-05 17:33:35,17.559722222222224
124958,0.9999,23.682685185185186,2.449489742783178,1.0,1.0,en:famous/famous<adj>,274.0,0.4943877491981309,es->en,1,1,1362666245,u:fO3E,famous/famous<adj>,2013-03-07 14:24:05,14.401388888888889
99548,0.5,83.76626157407408,3.605551275463989,1.0,1.0,en:we/prpers<prn><subj><p1><mf><pl>,83.76626157407408,0.3503469547164993,pt->en,1,2,1362397315,u:ekqm,we/prpers<prn><subj><p1><mf><pl>,2013-03-04 11:41:55,11.698611111111113
499996,0.83333331,0.020011574074074,6.082762530298219,3.0,1.0,en:not/not<adv>,0.0760796707843823,0.1683908860478795,es->en,5,6,1362624184,u:rVw,not/not<adv>,2013-03-07 02:43:04,2.717777777777778
171339,0.9999,0.0042361111111111,2.0,1.0,1.0,en:alcohol/alcohol<n><sg>,29.36101658334991,0.5714285714285714,es->en,1,1,1362108926,u:g6NW,alcohol/alcohol<n><sg>,2013-03-01 03:35:26,3.5905555555555555
111438,0.9999,0.0094097222222222,2.23606797749979,1.0,1.0,en:white/white<adj><sint>,65.21996306629364,0.5295084971874737,es->en,1,1,1362898344,u:f8qy,white/white<adj><sint>,2013-03-10 06:52:24,6.873333333333334
238388,0.9999,25.972905092592597,1.4142135623730951,1.0,1.0,en:at/at<pr>,274.0,0.682842712474619,pt->en,1,1,1363051452,u:gygh,at/at<pr>,2013-03-12 01:24:12,1.403333333333333
158023,0.9999,10.201284722222224,4.58257569495584,1.7320508075688772,1.0,en:her/her<det><pos><sp>,274.0,0.2531759882675323,es->en,1,1,1362895524,u:fziW,her/her<det><pos><sp>,2013-03-10 06:05:24,6.09
66002,0.9999,0.0018171296296296,6.557438524302,1.7320508075688772,1.0,en:and/and<cnjcoo>,12.59475301526212,0.1782799692562916,pt->en,1,1,1362281398,u:dtIG,and/and<cnjcoo>,2013-03-03 03:29:58,3.4994444444444444
259774,0.9999,2.027951388888889,6.244997998398398,3.0,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.1648999599679679,es->en,1,1,1362621999,u:h6wI,eats/eat<vblex><pri><p3><sg>,2013-03-07 02:06:39,2.1108333333333333
264495,0.9999,0.049849537037037,2.6457513110645907,2.0,1.0,en:tourist/tourist<n><sg>,274.0,0.357365485466507,es->en,1,1,1362225191,u:h8df,tourist/tourist<n><sg>,2013-03-02 11:53:11,11.886388888888888
171924,0.0001,0.0030555555555555,7.483314773547883,2.6457513110645907,1.0,en:am/be<vbser><pri><p1><sg>,0.0104166666666666,0.1458971503622751,pt->en,0,1,1362372217,u:g6nt,am/be<vbser><pri><p1><sg>,2013-03-04 04:43:37,4.726944444444444
455497,0.9999,0.0006828703703703,2.23606797749979,1.0,1.0,en:water/water<n><sg>,4.733060050321433,0.5295084971874737,it->en,1,1,1363003354,u:ihGO,water/water<n><sg>,2013-03-11 12:02:34,12.042777777777776
144037,0.9999,0.0083101851851851,3.872983346207417,2.0,1.0,en:two/two<num><sp>,57.59893417170829,0.2796658736289246,es->en,1,1,1362599861,u:fiZ9,two/two<num><sp>,2013-03-06 19:57:41,19.961388888888887
55305,0.9999,80.18391203703703,3.741657386773941,1.7320508075688772,1.0,en:behavior/behavior<n><sg>,274.0,0.3021924940407337,es->en,1,1,1362403514,u:dd3d,behavior/behavior<n><sg>,2013-03-04 13:25:14,13.420555555555556
304034,0.9999,0.0048611111111111,2.6457513110645907,1.4142135623730951,1.0,en:between/between<pr>,33.69296984974579,0.4223410282785991,es->en,2,2,1362432688,u:hX3f,between/between<pr>,2013-03-04 21:31:28,21.524444444444445
399151,0.89999998,0.0503935185185185,2.23606797749979,2.0,1.0,en:am/be<vbser><pri><p1><sg>,0.3315294889569934,0.3850970888636172,es->en,9,10,1362085860,u:iM_z,am/be<vbser><pri><p1><sg>,2013-02-28 21:11:00,21.183333333333334
346423,0.9999,1.7596180555555556,2.23606797749979,1.0,1.0,en:taste/taste<n><sg>,274.0,0.5295084971874737,it->en,1,1,1362586343,u:hwJ4,taste/taste<n><sg>,2013-03-06 16:12:23,16.20638888888889
401153,0.9999,0.0033796296296296,1.7320508075688772,1.0,1.0,en:egg/egg<n><sg>,23.42463618125184,0.6220084679281462,pt->en,2,2,1362159612,u:iNBu,egg/egg<n><sg>,2013-03-01 17:40:12,17.67
466850,0.9999,0.0046412037037037,3.0,1.0,1.0,en:interview/interview<n><sg>,32.16876407082872,0.4166666666666667,es->en,1,1,1362457790,u:ijQI,interview/interview<n><sg>,2013-03-05 04:29:50,4.497222222222223
227469,0.9999,0.0520601851851851,2.23606797749979,1.0,1.0,en:his/his<det><pos><sp>,274.0,0.5295084971874737,es->en,3,3,1362354238,u:gowz,his/his<det><pos><sp>,2013-03-03 23:43:58,23.732777777777777
342960,0.9999,2.0574305555555554,2.8284271247461903,1.0,1.0,en:skirts/skirt<n><pl>,274.0,0.4389479204314718,pt->en,1,1,1362844284,u:htHx,skirts/skirt<n><pl>,2013-03-09 15:51:24,15.856666666666666
355568,0.9999,0.0031481481481481,3.741657386773941,1.7320508075688772,1.0,en:a/a<det><ind><sg>,21.82020904554966,0.3021924940407337,es->en,1,1,1362667310,u:i2BJ,a/a<det><ind><sg>,2013-03-07 14:41:50,14.697222222222225
313066,0.9999,0.0206134259259259,5.5677643628300215,1.0,1.0,en:bye/bye<ij>,142.8742364342792,0.2225813047891182,es->en,4,4,1362290260,u:h_zE,bye/bye<ij>,2013-03-03 05:57:40,5.961111111111111
80450,0.9999,9.233703703703704,1.7320508075688772,1.0,1.0,en:shoes/shoe<n><pl>,274.0,0.6220084679281462,es->en,1,1,1362709789,u:eFL5,shoes/shoe<n><pl>,2013-03-08 02:29:49,2.4969444444444444
332792,0.9999,0.0056828703703703,8.717797887081348,3.1622776601683795,1.0,en:is/be<vbser><pri><p3><sg>,39.38868618148854,0.1217931578077426,es->en,1,1,1362092767,u:hkjs,is/be<vbser><pri><p3><sg>,2013-02-28 23:06:07,23.101944444444445
335754,0.9999,0.0027893518518518,3.741657386773941,1.0,1.0,en:child/child<n><sg>,19.33334698521128,0.337744552163173,es->en,1,1,1362611000,u:hmVM,child/child<n><sg>,2013-03-06 23:03:20,23.05555555555556
350070,0.9999,1.099085648148148,2.6457513110645907,1.0,1.0,en:nor/nor<cnjcoo>,274.0,0.4645751311064591,es->en,2,2,1362627580,u:hznr,nor/nor<cnjcoo>,2013-03-07 03:39:40,3.661111111111111
32262,0.9999,181.6836574074074,2.0,1.0,1.0,en:pasta/pasta<n><sg>,274.0,0.5714285714285714,es->en,1,1,1362392457,u:cle9,pasta/pasta<n><sg>,2013-03-04 10:20:57,10.349166666666669
63974,0.9999,0.0038773148148148,2.0,1.0,1.0,en:salt/salt<n><sg>,26.874154523011526,0.5714285714285714,pt->en,1,1,1362747913,u:dpUX,salt/salt<n><sg>,2013-03-08 13:05:13,13.086944444444445
483065,0.9999,0.0293981481481481,6.855654600401044,2.0,1.0,en:please/please<adv>,203.76224623417696,0.1670878226490763,es->en,2,2,1362093271,u:iotI,please/please<adv>,2013-02-28 23:14:31,23.24194444444445
433775,0.9999,0.4138541666666667,1.7320508075688772,1.4142135623730951,1.0,en:man/man<n><sg>,274.0,0.5331501153669824,pt->en,5,5,1362952184,u:i_B_,man/man<n><sg>,2013-03-10 21:49:44,21.828888888888887
314863,0.9999,5.1153356481481485,1.7320508075688772,1.0,1.0,en:offers/offer<vblex><pri><p3><sg>,274.0,0.6220084679281462,es->en,1,1,1362797526,u:hahj,offers/offer<vblex><pri><p3><sg>,2013-03-09 02:52:06,2.868333333333333
264646,0.9999,0.0014467592592592,6.855654600401044,3.741657386773941,1.0,en:have/have<vblex><pres>,10.02766959813863,0.1405659460381118,pt->en,2,2,1362140849,u:h8h0,have/have<vblex><pres>,2013-03-01 12:27:29,12.458055555555555
166736,0.9999,0.0044907407407407,2.449489742783178,1.0,1.0,en:decade/decade<n><sg>,31.125886432622305,0.4943877491981309,es->en,1,1,1362162519,u:g3Pk,decade/decade<n><sg>,2013-03-01 18:28:39,18.4775
344395,0.9999,0.0015856481481481,2.0,1.0,1.0,en:mother/mother<n><sg>,10.990325879559938,0.5714285714285714,es->en,1,1,1362112369,u:huj8,mother/mother<n><sg>,2013-03-01 04:32:49,4.546944444444445
122371,0.5,1.0007638888888888,6.557438524302,1.7320508075688772,1.0,en:they/prpers<prn><subj><p3><mf><pl>,1.0007638888888888,0.1782799692562916,es->en,1,2,1362098542,u:fJnK,they/prpers<prn><subj><p3><mf><pl>,2013-03-01 00:42:22,0.706111111111111
172655,0.9999,0.0133912037037037,3.3166247903554,1.4142135623730951,1.0,en:fruit/fruit<n><sg>,92.81610980037117,0.35444165269036,es->en,1,1,1362876550,u:g77H,fruit/fruit<n><sg>,2013-03-10 00:49:10,0.8194444444444444
12883,0.9999,0.4602546296296296,1.4142135623730951,1.0,1.0,en:<*sf>/student<n><*numb>,274.0,0.682842712474619,es->en,1,1,1362329757,u:bi6X,<*sf>/student<n><*numb>,2013-03-03 16:55:57,16.9325
459139,0.9999,0.2928009259259259,2.0,1.0,1.0,en:cheese/cheese<n><sg>,274.0,0.5714285714285714,es->en,1,1,1363056383,u:ihrm,cheese/cheese<n><sg>,2013-03-12 02:46:23,2.773055555555556
156316,0.9999,1.0044328703703704,24.06241883103193,5.196152422706632,1.0,en:is/be<vbser><pri><p3><sg>,274.0,0.0428658204457762,pt->en,2,2,1362752901,u:fy1c,is/be<vbser><pri><p3><sg>,2013-03-08 14:28:21,14.4725
174160,0.9999,1.6486226851851853,6.324555320336759,2.0,1.0,en:with/with<pr>,274.0,0.1809685939203643,pt->en,1,1,1362417650,u:g7tN,with/with<pr>,2013-03-04 17:20:50,17.34722222222222
197829,0.5,0.0057523148148148,2.449489742783178,1.4142135623730951,1.0,en:tail/tail<n><sg>,0.0104166666666666,0.4449489742783178,es->en,1,2,1362592561,u:gSHG,tail/tail<n><sg>,2013-03-06 17:56:01,17.933611111111112
172229,0.9999,39.030914351851855,3.605551275463989,1.7320508075688772,1.0,en:water/water<n><sg>,274.0,0.311419515303555,pt->en,2,2,1362538030,u:g6qa,water/water<n><sg>,2013-03-06 02:47:10,2.786111111111111
105231,0.9999,0.0122569444444444,3.605551275463989,1.0,1.0,en:gray/gray<adj><sint>,84.95441683543048,0.3503469547164993,es->en,1,1,1362178849,u:exSd,gray/gray<adj><sint>,2013-03-01 23:00:49,23.01361111111111
169367,0.9999,0.0024189814814814,3.1622776601683795,1.0,1.0,en:birds/bird<n><pl>,16.76626356808779,0.3970982815514138,es->en,2,2,1362669571,u:g5IX,birds/bird<n><pl>,2013-03-07 15:19:31,15.325277777777778
330744,0.9999,7.090497685185185,3.1622776601683795,1.7320508075688772,1.0,en:girls/girl<n><pl>,274.0,0.3441518440112253,es->en,2,2,1362611213,u:hk18,girls/girl<n><pl>,2013-03-06 23:06:53,23.114722222222223
164309,0.9999,27.51826388888889,3.3166247903554,1.4142135623730951,1.0,en:yellow/yellow<adj><sint>,274.0,0.35444165269036,pt->en,1,1,1362235673,u:g2J8,yellow/yellow<adj><sint>,2013-03-02 14:47:53,14.798055555555557
237080,0.9999,0.0089930555555555,6.4031242374328485,2.23606797749979,1.0,en:man/man<n><sg>,62.33199422202973,0.175065088279851,es->en,1,1,1362898001,u:gxnb,man/man<n><sg>,2013-03-10 06:46:41,6.778055555555556
383285,0.9999,2.268946759259259,2.0,1.4142135623730951,1.0,en:soup/soup<n><sg>,274.0,0.5,es->en,3,3,1362675798,u:iGG_,soup/soup<n><sg>,2013-03-07 17:03:18,17.055
431602,0.0001,0.0012268518518518,2.6457513110645907,1.0,1.0,en:lemon/lemon<n><sg>,0.0104166666666666,0.4645751311064591,pt->en,0,1,1362510585,u:iZ6Z,lemon/lemon<n><sg>,2013-03-05 19:09:45,19.1625
